t_ms,ax_mps2,ay_mps2,az_mps2
9696,0.0000,-0.5099,9.2575
9716,0.0785,-0.7453,9.6890
9736,0.1177,-0.3923,9.7282
9756,-0.0392,-1.0199,10.0028
9776,0.1961,-0.6276,9.6890
9796,0.1177,-0.4707,10.0420
9816,-0.0785,-0.9807,9.6105
9836,0.1961,-0.6669,9.2183
9856,0.2354,-1.0199,11.1796
9876,0.0785,-0.6669,8.8652
9896,-0.0392,-0.3530,9.9243
9916,0.1569,-0.7845,10.0812
9936,-0.0785,-0.2746,9.1398
9956,0.1177,-0.5099,9.7282
9976,0.0785,-0.7845,9.9636
9996,0.0000,-0.3923,9.3359
10016,0.3138,-0.5884,10.0420
10036,-0.0392,-0.4707,9.3752
10056,0.0392,-0.6276,10.1597
10076,0.0785,-0.5884,9.3359
10096,0.0785,-0.3138,9.7674
10116,0.2746,-0.7061,10.1989
10136,-0.2354,-0.3923,9.6497
10156,0.0785,-0.5884,10.2774
10176,0.1569,-0.6669,9.3359
10196,-0.0785,-0.1569,9.7282
10216,0.2746,-0.7061,10.3166
10236,0.0785,-0.7453,9.0613
10256,0.1177,-0.3923,9.6105
10276,0.0000,-0.5884,10.7873
10296,-0.0392,-0.5099,9.0221
10316,0.1961,-0.6276,9.4928
10336,-0.0392,-0.6276,9.2183
10356,0.1177,-0.5492,10.2774
10376,0.0392,-0.8630,10.5127
10396,-0.1177,-0.6276,10.0420
10416,0.1961,-0.2746,9.6497
10436,0.0000,-0.6276,9.5713
10456,0.0392,-0.4707,9.6105
10476,0.0785,-0.6669,10.5520
10496,0.0000,-0.3530,9.1006
10516,0.3138,-0.4707,9.8067
10536,0.0785,-0.5884,9.7282
10556,0.0000,0.1177,9.5713
10576,0.5099,-0.6276,10.2774
10596,-0.1177,-0.3923,9.1006
10616,-0.0392,-0.2746,10.0420
10636,0.1961,-0.9022,9.7674
10656,-0.3530,-0.3138,8.9437
10676,0.0000,-0.7845,10.6696
10696,0.1569,-0.3923,9.2183
10716,-0.1177,-0.1569,9.7282
10736,0.2354,-0.9022,10.0420
10756,-0.1177,-0.3138,9.2575
10776,0.0785,-0.5492,10.3950
10796,0.0000,-0.6276,9.5321
10816,0.0392,-0.5492,9.4536
10836,0.1569,-0.7845,10.3558
10856,-0.0785,-0.5099,9.9243
10876,0.1177,-0.6669,10.4343
10896,0.1961,-0.3530,8.7868
10916,0.0000,-0.3138,9.7282
10936,0.2354,-0.8630,10.4735
10956,0.0392,-0.3138,9.1790
10976,0.0785,-0.4315,10.3166
10996,0.1961,-0.5492,9.5321
11016,-0.0785,-0.2354,9.4144
11036,0.1177,-0.7845,10.3558
11056,-0.0392,-0.5492,9.4536
11076,-0.0392,-0.5099,10.0028
11096,0.0392,-0.5099,9.8067
11116,0.2354,-0.0785,9.2967
11136,0.0000,-0.7845,10.5912
11156,0.0392,-0.3530,9.2183
11176,0.1177,-0.5884,9.8459
11196,0.0392,-0.6669,10.0812
11216,0.0000,-0.3530,9.0221
11236,0.0000,-0.7845,10.5520
11256,0.0000,-0.5099,8.9437
11276,-0.0785,-1.1376,10.2381
11296,0.2354,-0.7453,9.4928
11316,0.4707,-0.4707,10.6304
11336,0.0392,-0.3923,9.8067
11356,-0.1961,-1.2945,8.9437
11376,-0.4315,-1.5691,10.7481
11396,0.0392,-0.6276,9.4928
11416,0.1177,0.3923,9.2575
11436,-0.1961,0.2354,11.4149
11456,0.9807,0.4315,8.3945
11476,-0.4707,-0.2746,10.3166
11496,-1.3337,-0.0392,10.7089
11516,-0.6276,-0.7061,9.0221
11536,-0.1177,-0.8238,10.5127
11556,0.0392,-0.6669,9.6105
11576,-0.0392,-0.3923,9.9243
11596,-0.4315,-0.1569,9.4928
11616,-0.3138,-0.0785,9.8459
11636,-0.0392,-0.1177,9.9636
11656,-0.3138,0.0392,9.6105
11676,0.1961,-0.1961,9.3752
11696,0.1177,-0.3530,10.2381
11716,0.0785,-0.5099,9.6497
11736,-0.2746,-0.2746,9.8067
11756,0.2746,-0.4315,9.8459
11776,0.0785,-0.1569,9.5713
11796,0.1177,-0.1569,10.3558
11816,0.0785,-0.1177,9.9636
11836,0.0785,0.0785,9.8067
11856,-0.1961,-0.1569,9.8851
11876,0.0785,0.1961,9.3752
11896,-0.0392,0.3923,9.9243
11916,0.0785,0.3530,9.5321
11936,0.1177,-0.1569,9.8851
11956,0.1569,-0.8238,10.3166
11976,0.4315,-0.7453,9.7282
11996,0.6669,-0.7061,10.2774
12016,0.7845,-0.9807,9.9243
12036,0.1961,-0.5884,9.6105
12056,1.3337,-1.5298,9.8851
12076,0.1961,-0.8238,9.4144
12096,0.5884,-0.9414,10.1597
12116,0.9807,-0.5884,9.7674
12136,0.7845,-0.6276,9.6105
12156,1.0591,-0.9414,9.8067
12176,0.9807,-1.2160,9.2967
12196,0.8630,-1.3337,9.9243
12216,0.9022,-1.0983,9.9243
12236,0.7061,-0.8238,9.6890
12256,0.9414,-0.7453,9.9636
12276,0.9022,-0.7453,9.4144
12296,0.8238,-1.0983,9.9636
12316,0.8238,-1.0983,9.6497
12336,0.6276,-1.0591,9.5321
12356,0.7453,-0.6276,10.1597
12376,0.3923,-0.5492,9.6105
12396,0.4707,-0.5492,9.8459
12416,0.5492,-0.3530,9.6497
12436,0.5492,-0.4315,9.4928
12456,0.6276,-0.5099,10.1597
12476,0.4707,-0.4315,9.6497
12496,0.5492,-0.6276,9.8067
12516,0.5099,-0.3923,9.8459
12536,0.4315,-0.3138,9.6105
12556,0.5099,-0.7453,10.0420
12576,0.4707,-0.4707,9.6497
12596,0.4707,-0.4315,9.7674
12616,0.5884,-0.6669,9.9243
12636,0.2746,-0.4707,9.4928
12656,0.7453,-0.5884,9.9243
12676,0.2354,-0.5099,9.7674
12696,0.3138,-0.4315,9.8067
12716,0.6669,-0.3923,9.8851
12736,0.5099,-0.5492,9.7674
12756,0.7845,-0.3923,9.8851
12776,0.1177,-0.5492,9.8067
12796,0.5492,-0.3923,9.8067
12816,0.8238,-0.4315,9.8067
12836,0.2746,-0.5492,9.6890
12856,0.7061,-0.7061,9.7674
12876,0.3923,-0.5492,9.9636
12896,0.5099,-0.3923,9.5713
12916,0.6276,-0.5884,9.9636
12936,0.4315,-0.5099,9.5321
12956,0.4315,-0.3138,9.7282
12976,0.7061,-0.6276,10.0028
12996,0.4707,-0.4707,9.7674
13016,0.5492,-0.2354,10.0028
13036,0.5099,-0.6669,9.7674
13056,0.2746,-0.5884,9.8067
13076,0.5099,-0.5884,10.1205
13096,0.5884,-0.4707,9.7282
13116,0.5492,-0.4315,9.8067
13136,0.5492,-0.5492,9.6890
13156,0.4315,-0.4707,9.6105
13176,0.5099,-0.6669,10.2774
13196,0.5099,-0.5492,9.4928
13216,0.3923,-0.5492,9.9636
13236,0.5099,-0.4707,9.9636
13256,0.5492,-0.1961,9.3359
13276,0.7061,-0.6669,10.1989
13296,0.3923,-0.4707,9.6105
13316,0.6276,-0.2746,9.6105
13336,0.6276,-0.5492,10.3558
13356,0.3138,-0.5884,9.4144
13376,0.4707,-0.3138,9.9243
13396,0.2746,-0.6276,9.7282
13416,0.3923,-0.4315,9.6497
13436,0.5099,-0.2746,10.0028
13456,0.3530,-0.7061,9.2575
13476,0.7061,-0.3530,10.0812
13496,0.4315,-0.3138,9.9243
13516,0.5492,-0.4315,9.5713
13536,0.7453,-0.4315,9.9636
13556,0.3138,-0.5099,9.3359
13576,0.4707,-0.4315,10.4735
13596,0.5099,-0.5492,9.9636
13616,0.4315,-0.4315,9.4144
13636,0.5884,-0.4315,10.2774
13656,0.5492,-0.5884,9.3752
13676,0.5099,-0.3138,9.6497
13696,0.4315,-0.6276,10.3166
13716,0.4707,-0.3530,9.3359
13736,0.5492,-0.1569,9.9243
13756,0.3923,-0.7845,9.3752
13776,0.4315,-0.3530,10.0420
13796,0.1961,-0.4707,9.6105
13816,0.3923,-0.7453,9.8459
13836,0.7845,-0.0785,9.6497
13856,0.3530,-0.5492,9.2575
13876,0.4707,-0.6276,10.3950
13896,0.7845,-0.4315,9.7282
13916,0.2746,-0.7061,9.0613
13936,0.4707,-0.0392,10.1597
13956,0.3530,-0.4707,9.1790
13976,0.1961,-0.6276,9.9636
13996,0.6669,-0.5884,9.8851
14016,0.2746,-0.3138,9.1398
14036,0.3923,-0.3923,10.1597
14056,0.7845,-0.7061,9.8851
14076,0.2746,-0.3138,9.5713
14096,0.5099,-0.4707,9.8851
14116,0.2746,-0.6669,9.3752
14136,0.7453,-0.2354,10.0420
14156,0.3923,-0.5884,9.7282
14176,0.5492,-0.2746,9.4144
14196,0.4707,-0.5884,10.1205
14216,0.2354,-0.6669,9.5321
14236,0.5492,-0.2746,9.9636
14256,0.2746,-0.7845,9.8851
14276,0.5884,-0.4315,9.4928
14296,0.6276,-0.2746,10.0028
14316,0.3530,-0.5884,9.5321
14336,0.8630,-0.0785,10.0028
14356,0.5099,-0.4315,9.7674
14376,0.2746,-0.6669,9.6105
14396,0.6276,-0.1961,10.2774
14416,0.3530,-0.2354,9.5713
14436,0.4315,-0.3923,9.9243
14456,0.3530,-0.8238,9.5321
