t_ms,ax_mps2,ay_mps2,az_mps2
20796,0.3530,-0.6669,9.7674
20816,0.3530,-0.6276,9.8851
20836,0.3138,-0.5492,9.9636
20856,0.2354,-0.7061,9.8851
20876,0.2746,-0.7061,9.8067
20896,0.3138,-0.6669,9.8459
20916,0.3138,-0.7061,9.8459
20936,0.3138,-0.6669,9.8851
20956,0.3138,-0.7845,9.8459
20976,0.3530,-0.7061,9.7282
20996,0.3530,-0.7453,9.8067
21016,0.3138,-0.6669,9.8851
21036,0.3530,-0.7453,9.8851
21056,0.3530,-0.7061,9.7674
21076,0.3530,-0.7453,9.8067
21096,0.3138,-0.5492,9.7282
21116,0.2746,-0.7453,9.8851
21136,0.2354,-0.7453,9.8459
21156,0.4315,-0.6276,9.8459
21176,0.2746,-0.7453,9.8067
21196,0.2354,-0.6669,9.8067
21216,0.3923,-0.7453,9.9636
21236,0.3138,-0.6669,9.8067
21256,0.2746,-0.5884,9.7282
21276,0.3923,-0.8238,9.8851
21296,0.3138,-0.6276,9.8067
21316,0.2746,-0.7845,9.9243
21336,0.3138,-0.7061,9.8459
21356,0.2746,-0.6276,9.8459
21376,0.3138,-0.7061,9.9243
21396,0.3138,-0.6276,9.8459
21416,0.3138,-0.7845,9.9243
21436,0.3138,-0.7453,9.7674
21456,0.2354,-0.5492,9.8067
21476,0.3530,-0.7845,9.8851
21496,0.3138,-0.6276,9.8459
21516,0.3530,-0.6669,9.8459
21536,0.2746,-0.7845,9.8851
