t_ms,ax_mps2,ay_mps2,az_mps2
9936,0.2746,-0.6276,9.8459
9956,0.3530,-0.8630,9.8067
9976,0.3530,-0.6669,9.4928
9996,0.3138,-0.7845,10.1205
10016,0.3923,-0.9414,9.5713
10036,0.3530,-0.5099,9.9243
10056,0.3530,-0.7845,9.9636
10076,0.3923,-0.7845,9.5321
10096,0.3138,-0.7061,10.0420
10116,0.3138,-0.7845,9.6105
10136,0.3530,-0.6669,9.8851
10156,0.3138,-0.9022,10.0812
10176,0.3530,-0.7061,9.6497
10196,0.3138,-0.6276,9.9636
10216,0.4315,-0.7845,10.0028
10236,0.2746,-0.7061,9.5713
10256,0.3138,-0.7061,10.0812
10276,0.3530,-0.7453,9.6497
10296,0.2354,-0.4707,9.8851
10316,0.4315,-0.8238,9.9243
10336,0.3138,-0.9022,9.5713
10356,0.2746,-0.5884,10.1205
10376,0.4315,-0.8630,9.6105
10396,0.2354,-0.6276,9.8851
10416,0.3530,-0.6669,10.0028
10436,0.2746,-0.7453,9.4144
10456,0.3138,-0.7061,10.1205
10476,0.3530,-0.8630,9.7674
10496,0.2354,-0.6276,9.6890
10516,0.3530,-0.6276,10.0420
10536,0.3138,-0.7845,9.5713
10556,0.2354,-0.6276,9.9243
10576,0.3530,-0.6669,9.8459
10596,0.3530,-0.6669,9.6105
10616,0.2746,-0.7453,10.0028
10636,0.3138,-0.7061,9.5321
10656,0.3138,-0.5884,9.6890
10676,0.3530,-0.8630,10.0420
10696,0.3530,-0.7061,9.5713
10716,0.3530,-0.5492,10.0420
10736,0.3530,-0.8630,9.7282
10756,0.3530,-0.5884,9.6497
10776,0.3530,-0.8238,10.0420
10796,0.3923,-0.6669,9.6105
10816,0.2354,-0.4707,9.9243
10836,0.3530,-0.9022,9.8851
10856,0.2746,-0.7061,9.5321
10876,0.3138,-0.6276,10.1989
10896,0.4707,-0.7845,9.6890
10916,0.2746,-0.6276,9.9636
10936,0.3923,-0.7061,9.9243
10956,0.2354,-0.7061,9.4536
10976,0.3530,-0.6669,10.1597
10996,0.3923,-0.8238,9.7282
11016,0.2746,-0.5884,9.8067
11036,0.3530,-0.6276,10.0420
11056,0.3530,-0.7453,9.4928
11076,0.3530,-0.6669,9.9243
11096,0.3923,-0.7845,9.7674
11116,0.3923,-0.5884,9.7282
11136,0.3530,-0.7061,10.0812
11156,0.2746,-0.7845,9.6105
11176,0.3138,-0.5492,10.0028
11196,0.3923,-0.9022,9.9243
11216,0.2746,-0.5492,9.6105
11236,0.3138,-0.6276,10.0812
11256,0.3923,-0.6669,9.6497
11276,0.2746,-0.6669,9.9243
11296,0.3530,-0.8238,9.9243
11316,0.3530,-0.6669,9.5713
11336,0.2746,-0.5884,10.0028
11356,0.3923,-0.7845,9.8067
11376,0.3138,-0.6276,9.7674
11396,0.3530,-0.6669,10.1597
11416,0.3923,-0.7845,9.6105
11436,0.2746,-0.6669,10.0812
11456,0.3923,-0.7061,9.9636
11476,0.3530,-0.5492,9.4928
11496,0.3923,-0.7453,10.1205
11516,0.3923,-0.7845,9.5713
11536,0.2354,-0.5099,9.8851
11556,0.4315,-0.7845,9.9636
11576,0.2746,-0.6669,9.6497
11596,0.3138,-0.6276,10.1597
11616,0.4315,-0.8630,9.4536
11636,0.2746,-0.5492,10.0812
11656,0.3530,-0.7845,9.5713
11676,0.2354,-0.7453,9.5321
11696,0.2354,-0.5099,10.1989
11716,0.3923,-0.8630,9.4536
11736,0.3138,-0.7061,9.9243
11756,0.3530,-0.8238,9.8851
11776,0.3530,-0.5884,9.4536
11796,0.3530,-0.7845,10.1205
11816,0.3138,-0.9022,9.5713
11836,0.3530,-0.6669,9.9636
11856,0.4707,-0.7061,9.8851
11876,0.2746,-0.7453,9.5713
11896,0.2354,-0.4707,9.9636
11916,0.3530,-0.7061,9.6890
11936,0.3530,-0.5884,9.8459
11956,0.2746,-0.8238,9.9636
11976,0.3138,-0.7061,9.5713
11996,0.2746,-0.6276,10.0812
12016,0.3138,-0.9807,9.8459
12036,0.3530,-0.5492,9.7282
12056,0.2746,-0.7845,10.0028
12076,0.3530,-0.7845,9.6497
12096,0.2746,-0.7061,9.8067
12116,0.3923,-0.9414,10.0028
12136,0.3138,-0.6276,9.6890
12156,0.3923,-0.7061,10.0812
12176,0.3530,-0.8630,9.6105
12196,0.2746,-0.5492,9.7282
12216,0.3923,-0.7845,10.0812
12236,0.3923,-0.7845,9.5713
12256,0.2746,-0.7453,10.0812
12276,0.4707,-0.6669,9.6890
12296,0.1961,-0.5492,9.7674
12316,0.3530,-0.7061,10.0420
12336,0.3138,-0.7845,9.6105
12356,0.3138,-0.6669,9.9636
12376,0.3530,-0.8630,9.7282
12396,0.1961,-0.6276,9.7282
12416,0.3923,-0.5884,10.1205
12436,0.3530,-0.8238,9.6497
12456,0.1961,-0.6276,9.8459
12476,0.3530,-0.8238,9.8459
12496,0.2354,-0.6669,9.4928
12516,0.3530,-0.6276,10.1989
12536,0.3530,-0.9022,9.6890
12556,0.3138,-0.5884,9.8459
12576,0.3138,-0.6669,10.0028
12596,0.3530,-0.7061,9.5713
12616,0.2746,-0.7061,9.9636
12636,0.3138,-0.7845,9.7674
12656,0.2746,-0.6669,9.7674
12676,0.2746,-0.7845,10.0812
12696,0.3923,-0.7061,9.6497
12716,0.2354,-0.6276,9.9636
12736,0.4315,-0.8238,9.9636
12756,0.3530,-0.7453,9.6890
12776,0.1961,-0.6276,10.0812
12796,0.4707,-0.8238,9.6497
12816,0.2354,-0.5099,9.8067
12836,0.3923,-0.8238,9.9636
12856,0.3138,-0.7453,9.5321
12876,0.2746,-0.5884,10.1205
12896,0.4315,-0.8238,9.6890
12916,0.1961,-0.6669,9.7282
